Year,Location,Band_number,Sex,Sex_ratio,Hatch_order,Synchrony,Brood_size,Clutch_size,Helper_presence,Breeding_pairs
2007,F4,O88,1,0.25,First,1,6,8,1,Two
2007,F4,Z98,0,0.25,Middle,1,6,8,1,Two
2007,F4,R12,0,0.25,Middle,1,6,8,1,Two
2007,F4,T01,0,0.25,Last,1,6,8,1,Two
2007,L2,X37,1,0.5,First,1,4,8,0,Two
2007,L2,V24,1,0.5,Middle,1,4,8,0,Two
2007,L2,S61,0,0.5,Last,1,4,8,0,Two
2007,L2,S54,0,0.5,Last,1,4,8,0,Two
2007,H2,N42,1,0.6666666666666666,First,2,6,6,0,Two
2007,H2,S52,1,0.6666666666666666,Middle,2,6,6,0,Two
2007,H2,W65,0,0.6666666666666666,Middle,2,6,6,0,Two
2007,H2,R68,0,0.6666666666666666,Middle,2,6,6,0,Two
2007,H2,Z69,1,0.6666666666666666,Middle,2,6,6,0,Two
2007,H2,R41,1,0.6666666666666666,Last,2,6,6,0,Two
2007,C7,R54,1,0.25,First,NA,NA,NA,0,Two
2007,C7,Q25,0,0.25,First,NA,NA,NA,0,Two
2007,C7,V68,0,0.25,First,NA,NA,NA,0,Two
2007,C7,P72,0,0.25,First,NA,NA,NA,0,Two
2007,I2,N26,1,0.16666666666666666,First,3,7,8,1,Two
2007,I2,P93,0,0.16666666666666666,Middle,3,7,8,1,Two
2007,I2,P16,0,0.16666666666666666,Middle,3,7,8,1,Two
2007,I2,N14,0,0.16666666666666666,Middle,3,7,8,1,Two
2007,I2,P95,0,0.16666666666666666,Middle,3,7,8,1,Two
2007,I2,Q32,0,0.16666666666666666,Last,3,7,8,1,Two
2007,L1,O72,0,0,First,1,5,5,0,Two
2007,L1,T49,0,0,Middle,1,5,5,0,Two
2007,L1,V87,0,0,Middle,1,5,5,0,Two
2007,L1,T87,0,0,Middle,1,5,5,0,Two
2007,B9,Q35,1,0.5,NA,1,6,7,0,Two
2007,B9,Q30,0,0.5,NA,1,6,7,0,Two
2007,B9,Q63,1,0.5,NA,1,6,7,0,Two
2007,B9,Z67,0,0.5,NA,1,6,7,0,Two
2007,M9,Z25,1,0.8571428571428571,First,2,8,8,0,Two
2007,M9,R99,1,0.8571428571428571,Middle,2,8,8,0,Two
2007,M9,N43,0,0.8571428571428571,Middle,2,8,8,0,Two
2007,M9,Q78,1,0.8571428571428571,Middle,2,8,8,0,Two
2007,M9,T08,1,0.8571428571428571,Middle,2,8,8,0,Two
2007,M9,R35,1,0.8571428571428571,Middle,2,8,8,0,Two
2007,M9,P81,1,0.8571428571428571,Middle,2,8,8,0,Two
2007,F2,X49,0,0.3333333333333333,First,1,6,7,1,Two
2007,F2,V30,1,0.3333333333333333,First,1,6,7,1,Two
2007,F2,V81,0,0.3333333333333333,First,1,6,7,1,Two
2007,F2,P15,0,0.3333333333333333,First,1,6,7,1,Two
2007,F2,Z38,0,0.3333333333333333,Middle,1,6,7,1,Two
2007,F2,X73,1,0.3333333333333333,Last,1,6,7,1,Two
2007,C6,Q93,1,0.25,First,2,6,7,0,Two
2007,C6,V27,0,0.25,First,2,6,7,0,Two
2007,C6,U47,0,0.25,First,2,6,7,0,Two
2007,C6,W45,0,0.25,Last,2,6,7,0,Two
2007,H8,Y81,1,0.6666666666666666,First,NA,NA,NA,NA,NA
2007,H8,V79,0,0.6666666666666666,Middle,NA,NA,NA,NA,NA
2007,H8,P17,1,0.6666666666666666,Last,NA,NA,NA,NA,NA
2007,M4,O28,0,0.3333333333333333,First,2,7,7,0,Two
2007,M4,S82,0,0.3333333333333333,First,2,7,7,0,Two
2007,M4,O94,0,0.3333333333333333,First,2,7,7,0,Two
2007,M4,Q17,0,0.3333333333333333,Middle,2,7,7,0,Two
2007,M4,X55,1,0.3333333333333333,Middle,2,7,7,0,Two
2007,M4,U07,1,0.3333333333333333,Middle,2,7,7,0,Two
2007,J8,S17,0,0.5,First,2,7,7,1,Two
2007,J8,W58,1,0.5,Middle,2,7,7,1,Two
2007,E1,X65,1,0.6666666666666666,First,1,8,9,0,Three
2007,E1,Z74,0,0.6666666666666666,First,1,8,9,0,Three
2007,E1,N36,1,0.6666666666666666,First,1,8,9,0,Three
2007,E1,N87,1,0.6666666666666666,First,1,8,9,0,Three
2007,E1,Z18,1,0.6666666666666666,Middle,1,8,9,0,Three
2007,E1,T47,0,0.6666666666666666,Middle,1,8,9,0,Three
2008,L2,O52,1,0.6,First,1,5,8,1,Two
2008,L2,Y24,1,0.6,First,1,5,8,1,Two
2008,L2,R66,0,0.6,First,1,5,8,1,Two
2008,L2,Y08,0,0.6,Last,1,5,8,1,Two
2008,L2,R93,1,0.6,Last,1,5,8,1,Two
2008,C2,V33,0,0,Middle,1,3,6,0,Two
2008,C2,T93,0,0,Last,1,3,6,0,Two
2008,C8,T07,0,0.125,First,1,8,8,0,Two
2008,C8,R80,0,0.125,First,1,8,8,0,Two
2008,C8,P07,0,0.125,Middle,1,8,8,0,Two
2008,C8,Z91,0,0.125,Middle,1,8,8,0,Two
2008,C8,T42,1,0.125,Last,1,8,8,0,Two
2008,C8,T39,0,0.125,Last,1,8,8,0,Two
2008,C8,P45,0,0.125,Last,1,8,8,0,Two
2008,C8,Q20,0,0.125,Last,1,8,8,0,Two
2008,A3,X83,1,0.5,First,1,4,7,0,Two
2008,A3,R26,1,0.5,Middle,1,4,7,0,Two
2008,A3,R64,0,0.5,Middle,1,4,7,0,Two
2008,A3,V52,0,0.5,Last,1,4,7,0,Two
2008,E5,U42,0,0,First,NA,NA,NA,0,Two
2008,E5,U58,0,0,First,NA,NA,NA,0,Two
2008,L6,Y77,1,0.6666666666666666,First,NA,3,NA,0,Two
2008,L6,Y83,1,0.6666666666666666,Middle,NA,3,NA,0,Two
2008,L6,W31,0,0.6666666666666666,Last,NA,3,NA,0,Two
2008,C9,O55,0,0,First,4,8,9,0,Three
2008,C9,W38,0,0,First,4,8,9,0,Three
2008,C9,W62,0,0,First,4,8,9,0,Three
2008,C9,U06,0,0,Middle,4,8,9,0,Three
2008,C9,S84,0,0,Middle,4,8,9,0,Three
2008,D9,S42,0,0.6666666666666666,First,3,7,8,0,Three
2008,D9,Q81,1,0.6666666666666666,First,3,7,8,0,Three
2008,D9,V80,1,0.6666666666666666,First,3,7,8,0,Three
2008,D9,R89,0,0.6666666666666666,Middle,3,7,8,0,Three
2008,D9,W55,1,0.6666666666666666,Middle,3,7,8,0,Three
2008,D9,Y93,1,0.6666666666666666,Last,3,7,8,0,Three
2008,E1,P41,0,0.2,First,2,8,9,1,Three
2008,E1,Y44,0,0.2,First,2,8,9,1,Three
2008,E1,Y58,0,0.2,First,2,8,9,1,Three
2008,E1,Y49,1,0.2,First,2,8,9,1,Three
2008,E1,W09,0,0.2,Last,2,8,9,1,Three
2008,K5,N32,1,0.5714285714285714,First,2,8,13,0,Three
2008,K5,S50,1,0.5714285714285714,First,2,8,13,0,Three
2008,K5,N51,0,0.5714285714285714,First,2,8,13,0,Three
2008,K5,R76,0,0.5714285714285714,First,2,8,13,0,Three
2008,K5,V73,0,0.5714285714285714,Last,2,8,13,0,Three
2008,K5,Z03,1,0.5714285714285714,Last,2,8,13,0,Three
2008,K5,Q79,1,0.5714285714285714,Last,2,8,13,0,Three
2008,A5,N96,1,0.7777777777777778,First,2,10,10,0,Three
2008,A5,S98,1,0.7777777777777778,First,2,10,10,0,Three
2008,A5,O07,1,0.7777777777777778,First,2,10,10,0,Three
2008,A5,P30,1,0.7777777777777778,First,2,10,10,0,Three
2008,A5,O84,0,0.7777777777777778,Middle,2,10,10,0,Three
2008,A5,X32,1,0.7777777777777778,Middle,2,10,10,0,Three
2008,A5,Q31,1,0.7777777777777778,Middle,2,10,10,0,Three
2008,A5,O04,1,0.7777777777777778,Middle,2,10,10,0,Three
2008,A5,X63,0,0.7777777777777778,Last,2,10,10,0,Three
2008,J3,O57,0,0.4,First,NA,5,5,0,Three
2008,J3,R08,1,0.4,Last,NA,5,5,0,Three
2008,J3,O91,1,0.4,Last,NA,5,5,0,Three
2008,J3,Z59,0,0.4,Last,NA,5,5,0,Three
2008,J3,Q99,0,0.4,Last,NA,5,5,0,Three
2008,D7,N72,1,0.7142857142857143,First,3,10,11,0,Three
2008,D7,N67,1,0.7142857142857143,First,3,10,11,0,Three
2008,D7,R47,1,0.7142857142857143,Middle,3,10,11,0,Three
2008,D7,P82,1,0.7142857142857143,Middle,3,10,11,0,Three
2008,D7,T09,0,0.7142857142857143,Middle,3,10,11,0,Three
2008,D7,U17,1,0.7142857142857143,Middle,3,10,11,0,Three
2008,D7,Q60,0,0.7142857142857143,Last,3,10,11,0,Three
2008,M4,O60,1,1,First,0,2,7,0,Two
2008,M4,X56,1,1,Last,0,2,7,0,Two
2008,C7,V23,1,0.6,First,1,6,9,0,Two
2008,C7,Q42,0,0.6,First,1,6,9,0,Two
2008,C7,U48,1,0.6,First,1,6,9,0,Two
2008,C7,N82,1,0.6,Middle,1,6,9,0,Two
2008,C7,S41,0,0.6,Last,1,6,9,0,Two
2009,C9,Z01,0,0.3333333333333333,First,1,7,7,0,Two
2009,C9,X23,1,0.3333333333333333,First,1,7,7,0,Two
2009,C9,W02,0,0.3333333333333333,Middle,1,7,7,0,Two
2009,C9,N85,1,0.3333333333333333,Middle,1,7,7,0,Two
2009,C9,O16,0,0.3333333333333333,Middle,1,7,7,0,Two
2009,C9,O32,0,0.3333333333333333,Last,1,7,7,0,Two
2009,K2,O23,0,0.25,First,1,5,7,0,Two
2009,K2,P05,0,0.25,Middle,1,5,7,0,Two
2009,K2,P55,1,0.25,Middle,1,5,7,0,Two
2009,K2,S24,0,0.25,Last,1,5,7,0,Two
2009,M8,Y71,0,0.3333333333333333,First,1,4,6,0,Two
2009,M8,Q71,0,0.3333333333333333,First,1,4,6,0,Two
2009,M8,R69,1,0.3333333333333333,Middle,1,4,6,0,Two
2009,G4,Q08,1,1,First,1,3,NA,0,Two
2009,G4,R44,1,1,Last,1,3,NA,0,Two
2009,A5,T81,0,0.25,First,NA,4,6,1,Three
2009,A5,V99,0,0.25,Middle,NA,4,6,1,Three
2009,A5,W97,1,0.25,Middle,NA,4,6,1,Three
2009,A5,X09,0,0.25,Last,NA,4,6,1,Three
2012,E6,O35,0,0.4,First,NA,7,NA,1,Three
2012,E6,X58,0,0.4,Middle,NA,7,NA,1,Three
2012,E6,Z71,1,0.4,Middle,NA,7,NA,1,Three
2012,E6,Q04,0,0.4,Middle,NA,7,NA,1,Three
2012,E6,X46,1,0.4,Middle,NA,7,NA,1,Three
2012,L9,X94,1,0.2857142857142857,First,2,7,7,1,Two
2012,L9,N94,0,0.2857142857142857,Middle,2,7,7,1,Two
2012,L9,Y62,0,0.2857142857142857,Middle,2,7,7,1,Two
2012,L9,N98,1,0.2857142857142857,Middle,2,7,7,1,Two
2012,L9,Z46,0,0.2857142857142857,Middle,2,7,7,1,Two
2012,L9,R40,0,0.2857142857142857,Middle,2,7,7,1,Two
2012,L9,S58,0,0.2857142857142857,Last,2,7,7,1,Two
2012,C9,U30,1,1,NA,NA,NA,NA,0,Two
2012,C9,T52,1,1,NA,NA,NA,NA,0,Two
2012,C9,V25,1,1,NA,NA,NA,NA,0,Two
2012,D7,T18,1,0.2,First,3,6,6,0,Two
2012,D7,R03,0,0.2,First,3,6,6,0,Two
2012,D7,O18,0,0.2,First,3,6,6,0,Two
2012,D7,P52,0,0.2,First,3,6,6,0,Two
2012,D7,W26,0,0.2,First,3,6,6,0,Two
2012,M9,Q94,1,0.6666666666666666,First,NA,3,8,0,Two
2012,M9,O08,1,0.6666666666666666,Middle,NA,3,8,0,Two
2012,M9,Y07,0,0.6666666666666666,Last,NA,3,8,0,Two
2012,D3,W96,1,1,Middle,NA,NA,NA,0,Two
2012,D3,W53,1,1,Last,NA,NA,NA,0,Two
2012,H8,Q87,1,1,First,2,9,11,0,Three
2012,H8,V98,1,1,First,2,9,11,0,Three
2012,H8,S07,1,1,Middle,2,9,11,0,Three
2012,H8,Q34,1,1,Middle,2,9,11,0,Three
2012,H8,Q52,1,1,Middle,2,9,11,0,Three
2012,H8,U80,1,1,Middle,2,9,11,0,Three
2012,E7,R33,0,0.5,First,1,6,8,1,Two
2012,E7,O19,1,0.5,First,1,6,8,1,Two
2012,E7,Y50,0,0.5,First,1,6,8,1,Two
2012,E7,O96,0,0.5,Middle,1,6,8,1,Two
2012,E7,X20,1,0.5,Middle,1,6,8,1,Two
2012,E7,N30,1,0.5,Last,1,6,8,1,Two
2012,B6,R04,1,0.25,First,2,9,10,0,Three
2012,B6,Y35,0,0.25,First,2,9,10,0,Three
2012,B6,Z96,0,0.25,Middle,2,9,10,0,Three
2012,B6,N41,1,0.25,Middle,2,9,10,0,Three
2012,B6,W75,0,0.25,Middle,2,9,10,0,Three
2012,B6,Q92,0,0.25,Middle,2,9,10,0,Three
2012,B6,Q91,0,0.25,Last,2,9,10,0,Three
2012,B6,U89,0,0.25,Last,2,9,10,0,Three
2013,C4,Y38,0,0.3333333333333333,First,0,3,7,1,Two
2013,C4,Y91,0,0.3333333333333333,Middle,0,3,7,1,Two
2013,C4,T88,1,0.3333333333333333,Last,0,3,7,1,Two
2013,C7,T97,1,0.25,First,2,9,9,0,Three
2013,C7,P31,0,0.25,First,2,9,9,0,Three
2013,C7,W69,0,0.25,First,2,9,9,0,Three
2013,C7,X61,0,0.25,First,2,9,9,0,Three
2013,C7,R61,0,0.25,Middle,2,9,9,0,Three
2013,C7,T54,0,0.25,Middle,2,9,9,0,Three
2013,C7,T15,0,0.25,Middle,2,9,9,0,Three
2013,C7,Q05,1,0.25,Last,2,9,9,0,Three
2013,J9,U12,1,0.5714285714285714,First,1,8,9,1,Two
2013,J9,O47,1,0.5714285714285714,First,1,8,9,1,Two
2013,J9,Q13,0,0.5714285714285714,Middle,1,8,9,1,Two
2013,J9,R81,1,0.5714285714285714,Middle,1,8,9,1,Two
2013,J9,W24,0,0.5714285714285714,Middle,1,8,9,1,Two
2013,J9,W36,1,0.5714285714285714,Middle,1,8,9,1,Two
2013,J9,W42,0,0.5714285714285714,Middle,1,8,9,1,Two
2013,A8,Z26,0,0.4,First,1,5,7,0,Two
2013,A8,N37,0,0.4,First,1,5,7,0,Two
2013,A8,V13,1,0.4,First,1,5,7,0,Two
2013,A8,V90,1,0.4,First,1,5,7,0,Two
2013,A8,S25,0,0.4,First,1,5,7,0,Two
2014,K7,P04,1,0.5714285714285714,First,5,7,8,0,Two
2014,K7,R95,0,0.5714285714285714,First,5,7,8,0,Two
2014,K7,R06,1,0.5714285714285714,First,5,7,8,0,Two
2014,K7,Z56,0,0.5714285714285714,Middle,5,7,8,0,Two
2014,K7,Z47,1,0.5714285714285714,Middle,5,7,8,0,Two
2014,K7,R51,1,0.5714285714285714,Middle,5,7,8,0,Two
2014,K7,V16,0,0.5714285714285714,Last,5,7,8,0,Two
2014,H5,V70,0,0.2857142857142857,First,1,8,8,0,Two
2014,H5,P20,1,0.2857142857142857,Middle,1,8,8,0,Two
2014,H5,N03,0,0.2857142857142857,Middle,1,8,8,0,Two
2014,H5,T29,0,0.2857142857142857,Middle,1,8,8,0,Two
2014,H5,Z93,0,0.2857142857142857,Middle,1,8,8,0,Two
2014,H5,S27,0,0.2857142857142857,Middle,1,8,8,0,Two
2014,H5,R72,1,0.2857142857142857,Last,1,8,8,0,Two
2014,M3,P97,1,0.6666666666666666,First,2,3,NA,1,Two
2014,M3,S70,1,0.6666666666666666,Middle,2,3,NA,1,Two
2014,M3,O75,0,0.6666666666666666,Last,2,3,NA,1,Two
2014,A8,W10,1,0.2857142857142857,First,2,7,7,1,Two
2014,A8,S94,0,0.2857142857142857,First,2,7,7,1,Two
2014,A8,V97,0,0.2857142857142857,Middle,2,7,7,1,Two
2014,A8,N65,0,0.2857142857142857,Middle,2,7,7,1,Two
2014,A8,V71,0,0.2857142857142857,Middle,2,7,7,1,Two
2014,A8,X89,0,0.2857142857142857,Middle,2,7,7,1,Two
2014,A8,Y65,1,0.2857142857142857,Last,2,7,7,1,Two
2015,C7,Q33,0,0,First,2,5,7,0,Three
2015,C7,Y69,0,0,Middle,2,5,7,0,Three
2015,C7,V03,0,0,Middle,2,5,7,0,Three
2015,C7,P48,0,0,Last,2,5,7,0,Three
2015,J9,S91,1,0.5,First,1,4,5,1,Two
2015,J9,S96,1,0.5,Last,1,4,5,1,Two
2015,J9,T76,0,0.5,Last,1,4,5,1,Two
2015,J9,V85,0,0.5,Last,1,4,5,1,Two
2016,K7,X44,0,0.5,First,1,4,7,1,Two
2016,K7,T86,0,0.5,Last,1,4,7,1,Two
2016,K7,V51,1,0.5,Last,1,4,7,1,Two
2016,K7,Q72,1,0.5,Last,1,4,7,1,Two
2016,H6,S35,1,0.5,First,2,9,9,0,Two
2016,H6,Z73,1,0.5,First,2,9,9,0,Two
2016,H6,S19,1,0.5,First,2,9,9,0,Two
2016,H6,U66,0,0.5,First,2,9,9,0,Two
2016,H6,N61,0,0.5,Middle,2,9,9,0,Two
2016,H6,W19,0,0.5,Middle,2,9,9,0,Two
2016,H6,U52,1,0.5,Middle,2,9,9,0,Two
2016,H6,W16,0,0.5,Middle,2,9,9,0,Two
2016,A4,U87,0,0.42857142857142855,First,2,7,8,1,Two
2016,A4,S36,0,0.42857142857142855,First,2,7,8,1,Two
